acquirer_name,assignee_name,is_match,simple_ratio,partial_ratio,sort_ratio,set_ratio,simple*partial,simple*sort,simple*set,partial*sort,partial*set,sort*set,simple^2,partial^2,sort^2,set^2
st. jude medical,"st. jude medical, daig division",1,0.68,1.0,0.68,1.0,0.68,0.4624000000000001,0.68,0.68,1.0,0.68,0.4624000000000001,1.0,0.4624000000000001,1.0
st. jude medical,st. jude medical luxembourg holdings ii s.ÌÊ.r.l.,1,0.49,1.0,0.51,1.0,0.49,0.2499,0.49,0.51,1.0,0.51,0.24009999999999998,1.0,0.2601,1.0
st. jude medical,st. jude medical luxembourg holdings smi s.a.r.l. (sjm lux smi),1,0.38,1.0,0.41,1.0,0.38,0.1558,0.38,0.41,1.0,0.41,0.1444,1.0,0.16809999999999997,1.0
st. jude medical,"st. jude medical cardiovascular group, inc.",1,0.54,1.0,0.55,1.0,0.54,0.29700000000000004,0.54,0.55,1.0,0.55,0.2916,1.0,0.30250000000000005,1.0
st. jude medical,"st. jude medical anastomotic technology group, inc.",1,0.48,1.0,0.48,1.0,0.48,0.2304,0.48,0.48,1.0,0.48,0.2304,1.0,0.2304,1.0
st. jude medical,st. jude medical international holding s.ÌÊ r.l.,1,0.5,1.0,0.52,1.0,0.5,0.26,0.5,0.52,1.0,0.52,0.25,1.0,0.27040000000000003,1.0
motorola solutions,"motorola solutions, inc.",1,0.86,1.0,0.9,1.0,0.86,0.774,0.86,0.9,1.0,0.9,0.7395999999999999,1.0,0.81,1.0
motorola solutions,"motorola, inc.",1,0.69,0.64,0.53,0.8,0.4416,0.36569999999999997,0.5519999999999999,0.3392,0.512,0.42400000000000004,0.4760999999999999,0.4096,0.28090000000000004,0.6400000000000001
motorola solutions,motorola mobility llc,1,0.62,0.67,0.41,0.62,0.41540000000000005,0.2542,0.3844,0.2747,0.41540000000000005,0.2542,0.3844,0.4489000000000001,0.16809999999999997,0.3844
motorola solutions,motorola,1,0.62,1.0,0.62,1.0,0.62,0.3844,0.62,0.62,1.0,0.62,0.3844,1.0,0.3844,1.0
motorola solutions,motorola corporation ,1,0.72,0.67,0.42,0.74,0.4824,0.3024,0.5327999999999999,0.2814,0.4958,0.31079999999999997,0.5184,0.4489000000000001,0.17639999999999997,0.5476
l3 harris technologies,"l3 technologies, inc.",1,0.7,0.72,0.83,0.88,0.504,0.581,0.616,0.5975999999999999,0.6335999999999999,0.7303999999999999,0.48999999999999994,0.5184,0.6889,0.7744
l3 harris technologies,l3 corrections corporation,1,0.5,0.5,0.33,0.46,0.25,0.165,0.23,0.165,0.23,0.15180000000000002,0.25,0.25,0.10890000000000001,0.2116
gte,gte internetworking incorporated,1,0.17,1.0,0.17,1.0,0.17,0.028900000000000006,0.17,0.17,1.0,0.17,0.028900000000000006,1.0,0.028900000000000006,1.0
gte,gte laboratories incorporated,1,0.19,1.0,0.19,1.0,0.19,0.0361,0.19,0.19,1.0,0.19,0.0361,1.0,0.0361,1.0
gte,gte service corporation,1,0.23,1.0,0.23,1.0,0.23,0.0529,0.23,0.23,1.0,0.23,0.0529,1.0,0.0529,1.0
gte,gte valeron corporation,1,0.23,1.0,0.23,1.0,0.23,0.0529,0.23,0.23,1.0,0.23,0.0529,1.0,0.0529,1.0
zodiac aerospace,zodiac aerotechnics,1,0.69,0.75,0.69,0.69,0.5175,0.4760999999999999,0.4760999999999999,0.5175,0.5175,0.4760999999999999,0.4760999999999999,0.5625,0.4760999999999999,0.4760999999999999
zodiac aerospace,zodiac aircatering equipment europe b.v.,1,0.46,0.69,0.47,0.55,0.3174,0.2162,0.25300000000000006,0.3243,0.3795,0.2585,0.2116,0.4760999999999999,0.22089999999999999,0.30250000000000005
siemens healthineers,"siemens medical solutions usa, inc.",1,0.55,0.6,0.45,0.57,0.33,0.24750000000000003,0.3135,0.27,0.34199999999999997,0.2565,0.30250000000000005,0.36,0.2025,0.32489999999999997
siemens healthineers,siemens healthcare diagnostics inc.,1,0.62,0.75,0.59,0.59,0.46499999999999997,0.36579999999999996,0.36579999999999996,0.4425,0.4425,0.34809999999999997,0.3844,0.5625,0.34809999999999997,0.34809999999999997
siemens healthineers,siemens healthcare diagnostics products gmbh,1,0.56,0.75,0.53,0.53,0.42000000000000004,0.29680000000000006,0.29680000000000006,0.3975,0.3975,0.28090000000000004,0.31360000000000005,0.5625,0.28090000000000004,0.28090000000000004
gentherm,gentherm gmbh,1,0.76,1.0,0.76,1.0,0.76,0.5776,0.76,0.76,1.0,0.76,0.5776,1.0,0.5776,1.0
gentherm,gentherm canada ltd.,1,0.57,1.0,0.59,1.0,0.57,0.33629999999999993,0.57,0.59,1.0,0.59,0.32489999999999997,1.0,0.34809999999999997,1.0
garmin,garmin switzerland gmbh,1,0.41,1.0,0.41,1.0,0.41,0.16809999999999997,0.41,0.41,1.0,0.41,0.16809999999999997,1.0,0.16809999999999997,1.0
garmin,garmin ltd.,1,0.71,1.0,0.75,1.0,0.71,0.5325,0.71,0.75,1.0,0.75,0.5041,1.0,0.5625,1.0
seven networks,"seven networks, inc.",1,0.82,1.0,0.88,1.0,0.82,0.7215999999999999,0.82,0.88,1.0,0.88,0.6723999999999999,1.0,0.7744,1.0
seven networks,seven networks international oy,1,0.62,1.0,0.62,1.0,0.62,0.3844,0.62,0.62,1.0,0.62,0.3844,1.0,0.3844,1.0
veeco instruments,veeco instruments inc.,1,0.87,1.0,0.89,1.0,0.87,0.7743,0.87,0.89,1.0,0.89,0.7569,1.0,0.7921,1.0
ligand pharmaceuticals,"ligand pharmaceuticals, inc.",1,0.88,1.0,0.92,1.0,0.88,0.8096,0.88,0.92,1.0,0.92,0.7744,1.0,0.8464,1.0
worthington industries,"worthington industries, inc.",1,0.88,1.0,0.92,1.0,0.88,0.8096,0.88,0.92,1.0,0.92,0.7744,1.0,0.8464,1.0
stmicroelectronics,stmicroelectronics s.r.l.,1,0.84,1.0,0.86,1.0,0.84,0.7223999999999999,0.84,0.86,1.0,0.86,0.7055999999999999,1.0,0.7395999999999999,1.0
stmicroelectronics,stmicroelectronics (rousset) sas,1,0.72,1.0,0.75,1.0,0.72,0.54,0.72,0.75,1.0,0.75,0.5184,1.0,0.5625,1.0
stmicroelectronics,"stmicroeletronics, inc.",1,0.83,0.94,0.87,0.87,0.7801999999999999,0.7221,0.7221,0.8178,0.8178,0.7569,0.6889,0.8835999999999999,0.7569,0.7569
stmicroelectronics,stmicroelectronics design and application s.r.o.,1,0.55,1.0,0.55,1.0,0.55,0.30250000000000005,0.55,0.55,1.0,0.55,0.30250000000000005,1.0,0.30250000000000005,1.0
stmicroelectronics,stmicroelectronics gmbh,1,0.88,1.0,0.88,1.0,0.88,0.7744,0.88,0.88,1.0,0.88,0.7744,1.0,0.7744,1.0
stmicroelectronics,stmicroelectronics application gmbh,1,0.68,1.0,0.68,1.0,0.68,0.4624000000000001,0.68,0.68,1.0,0.68,0.4624000000000001,1.0,0.4624000000000001,1.0
stmicroelectronics,simicroelectronics s.r.l.,1,0.79,0.94,0.81,0.81,0.7426,0.6399,0.6399,0.7614,0.7614,0.6561000000000001,0.6241000000000001,0.8835999999999999,0.6561000000000001,0.6561000000000001
gfbiochemicals,gfbiochemicals limited,1,0.78,1.0,0.78,1.0,0.78,0.6084,0.78,0.78,1.0,0.78,0.6084,1.0,0.6084,1.0
melexis,melexis nv,1,0.82,1.0,0.82,1.0,0.82,0.6723999999999999,0.82,0.82,1.0,0.82,0.6723999999999999,1.0,0.6723999999999999,1.0
melexis,melexis technologies nv,1,0.47,1.0,0.47,1.0,0.47,0.22089999999999999,0.47,0.47,1.0,0.47,0.22089999999999999,1.0,0.22089999999999999,1.0
melexis,melexis tessenderlo nv,1,0.48,1.0,0.48,1.0,0.48,0.2304,0.48,0.48,1.0,0.48,0.2304,1.0,0.2304,1.0
monsanto,monsanto technology llc,1,0.52,1.0,0.52,1.0,0.52,0.27040000000000003,0.52,0.52,1.0,0.52,0.27040000000000003,1.0,0.27040000000000003,1.0
monsanto,monsanto company,1,0.67,1.0,0.67,1.0,0.67,0.4489000000000001,0.67,0.67,1.0,0.67,0.4489000000000001,1.0,0.4489000000000001,1.0
lonza group,lonza biologics plc,1,0.53,0.64,0.47,0.62,0.3392,0.2491,0.3286,0.3008,0.3968,0.2914,0.28090000000000004,0.4096,0.22089999999999999,0.3844
macronix international,"macronix international co., ltd.",1,0.81,1.0,0.86,1.0,0.81,0.6966,0.81,0.86,1.0,0.86,0.6561000000000001,1.0,0.7395999999999999,1.0
bosch,bosch security systems inc.,1,0.31,1.0,0.32,1.0,0.31,0.0992,0.31,0.32,1.0,0.32,0.0961,1.0,0.1024,1.0
brocade communications systems,"brocade communications systems, inc.",1,0.91,1.0,0.94,1.0,0.91,0.8553999999999999,0.91,0.94,1.0,0.94,0.8281000000000001,1.0,0.8835999999999999,1.0
attachmate,attachmate corporation,1,0.62,1.0,0.62,1.0,0.62,0.3844,0.62,0.62,1.0,0.62,0.3844,1.0,0.3844,1.0
abiomed,"abiomed, inc.",1,0.7,1.0,0.78,1.0,0.7,0.5459999999999999,0.7,0.78,1.0,0.78,0.48999999999999994,1.0,0.6084,1.0
abiomed,abiomed europe gmbh,1,0.54,1.0,0.54,1.0,0.54,0.2916,0.54,0.54,1.0,0.54,0.2916,1.0,0.2916,1.0
abiomed,"abiomed cardiovascular, inc.",1,0.4,1.0,0.42,1.0,0.4,0.168,0.4,0.42,1.0,0.42,0.16000000000000003,1.0,0.17639999999999997,1.0
abiomed,"abiomed r & d, inc.",1,0.54,1.0,0.64,1.0,0.54,0.3456,0.54,0.64,1.0,0.64,0.2916,1.0,0.4096,1.0
sartorius ag,satorius stedim north america inc.,1,0.43,0.75,0.44,0.44,0.3225,0.1892,0.1892,0.33,0.33,0.1936,0.18489999999999998,0.5625,0.1936,0.1936
epix pharmaceuticals,"epix pharmaceuticals, inc.",1,0.87,1.0,0.91,1.0,0.87,0.7917000000000001,0.87,0.91,1.0,0.91,0.7569,1.0,0.8281000000000001,1.0
epix pharmaceuticals,"epix medical, inc.",1,0.58,0.56,0.61,0.61,0.32480000000000003,0.35379999999999995,0.35379999999999995,0.3416,0.3416,0.3721,0.3364,0.31360000000000005,0.3721,0.3721
epix pharmaceuticals,"epix delaware, inc.",1,0.51,0.53,0.38,0.54,0.27030000000000004,0.1938,0.27540000000000003,0.20140000000000002,0.2862,0.20520000000000002,0.2601,0.28090000000000004,0.1444,0.2916
oxford instruments,oxford instruments asylum research inc,1,0.64,1.0,0.64,1.0,0.64,0.4096,0.64,0.64,1.0,0.64,0.4096,1.0,0.4096,1.0
oxford instruments,oxford instruments nanotechnology tools limited,1,0.55,1.0,0.55,1.0,0.55,0.30250000000000005,0.55,0.55,1.0,0.55,0.30250000000000005,1.0,0.30250000000000005,1.0
oxford instruments,oxford instruments analytical limited,1,0.65,1.0,0.65,1.0,0.65,0.42250000000000004,0.65,0.65,1.0,0.65,0.42250000000000004,1.0,0.42250000000000004,1.0
oxford instruments,"oxford instruments afm, inc",1,0.8,1.0,0.82,1.0,0.8,0.656,0.8,0.82,1.0,0.82,0.6400000000000001,1.0,0.6723999999999999,1.0
american securities,american seating company ,1,0.59,0.68,0.6,0.6,0.4012,0.354,0.354,0.40800000000000003,0.40800000000000003,0.36,0.34809999999999997,0.4624000000000001,0.36,0.36
sonosite,"sonosite, inc.",1,0.73,1.0,0.8,1.0,0.73,0.584,0.73,0.8,1.0,0.8,0.5328999999999999,1.0,0.6400000000000001,1.0
samsung electronics,"samsung electronics co., ltd.",1,0.79,1.0,0.84,1.0,0.79,0.6636,0.79,0.84,1.0,0.84,0.6241000000000001,1.0,0.7055999999999999,1.0
samsung electronics,"samsung display co., ltd.",1,0.5,0.58,0.59,0.59,0.29,0.295,0.295,0.34219999999999995,0.34219999999999995,0.34809999999999997,0.25,0.3364,0.34809999999999997,0.34809999999999997
samsung electronics,"samsung sdi co., ltd.",1,0.5,0.53,0.54,0.59,0.265,0.27,0.295,0.2862,0.3127,0.3186,0.25,0.28090000000000004,0.2916,0.34809999999999997
samsung electronics,"samsung mobile display co., ltd.",1,0.47,0.63,0.5,0.54,0.2961,0.235,0.2538,0.315,0.3402,0.27,0.22089999999999999,0.39690000000000003,0.25,0.2916
samsung electronics,"samsung techwin co., ltd.",1,0.55,0.63,0.49,0.59,0.34650000000000003,0.2695,0.3245,0.3087,0.3717,0.28909999999999997,0.30250000000000005,0.39690000000000003,0.24009999999999998,0.34809999999999997
samsung electronics,"samsung display devices co., ltd.",1,0.5,0.53,0.53,0.54,0.265,0.265,0.27,0.28090000000000004,0.2862,0.2862,0.25,0.28090000000000004,0.28090000000000004,0.2916
samsung electronics,samsung electro-mechanics,1,0.86,0.84,0.86,0.86,0.7223999999999999,0.7395999999999999,0.7395999999999999,0.7223999999999999,0.7223999999999999,0.7395999999999999,0.7395999999999999,0.7055999999999999,0.7395999999999999,0.7395999999999999
samsung electronics,"samsung pay, inc.",1,0.56,0.53,0.59,0.64,0.29680000000000006,0.3304,0.35840000000000005,0.3127,0.3392,0.3776,0.31360000000000005,0.28090000000000004,0.34809999999999997,0.4096
samsung electronics,samsung life public welfare foundation,1,0.53,0.63,0.46,0.54,0.33390000000000003,0.24380000000000002,0.2862,0.2898,0.3402,0.24840000000000004,0.28090000000000004,0.39690000000000003,0.2116,0.2916
westvaco corporation,westvaco corporation,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pelikon,pelikon limited,1,0.64,1.0,0.64,1.0,0.64,0.4096,0.64,0.64,1.0,0.64,0.4096,1.0,0.4096,1.0
ericsson,"ericsson television, inc.",1,0.48,1.0,0.52,1.0,0.48,0.2496,0.48,0.52,1.0,0.52,0.2304,1.0,0.27040000000000003,1.0
ericsson,ericsson inc.,1,0.76,1.0,0.8,1.0,0.76,0.6080000000000001,0.76,0.8,1.0,0.8,0.5776,1.0,0.6400000000000001,1.0
cisco,"cisco technology, inc.",1,0.37,1.0,0.4,1.0,0.37,0.148,0.37,0.4,1.0,0.4,0.1369,1.0,0.16000000000000003,1.0
cisco,"cisco systems, inc.",1,0.42,1.0,0.45,1.0,0.42,0.189,0.42,0.45,1.0,0.45,0.17639999999999997,1.0,0.2025,1.0
cisco,"cisco tehnology, inc.",1,0.38,1.0,0.42,1.0,0.38,0.1596,0.38,0.42,1.0,0.42,0.1444,1.0,0.17639999999999997,1.0
cisco,"cisco & technology, inc.",1,0.34,1.0,0.4,1.0,0.34,0.136,0.34,0.4,1.0,0.4,0.11560000000000002,1.0,0.16000000000000003,1.0
softbank robotics holdings,softbank robotics europe,1,0.76,0.79,0.76,0.83,0.6004,0.5776,0.6308,0.6004,0.6557,0.6308,0.5776,0.6241000000000001,0.5776,0.6889
skyworks solutions,"skyworks solutions, inc.",1,0.86,1.0,0.9,1.0,0.86,0.774,0.86,0.9,1.0,0.9,0.7395999999999999,1.0,0.81,1.0
flir systems,"flir systems, inc.",1,0.8,1.0,0.86,1.0,0.8,0.6880000000000001,0.8,0.86,1.0,0.86,0.6400000000000001,1.0,0.7395999999999999,1.0
flir systems,"flir commercial systems, inc.",1,0.59,0.75,0.62,1.0,0.4425,0.36579999999999996,0.59,0.46499999999999997,0.75,0.62,0.34809999999999997,0.5625,0.3844,1.0
flir systems,"flir detection, inc.",1,0.44,0.58,0.33,0.5,0.2552,0.1452,0.22,0.1914,0.29,0.165,0.1936,0.3364,0.10890000000000001,0.25
waters corporation,waters technologies corporation,1,0.73,0.78,0.73,1.0,0.5694,0.5328999999999999,0.73,0.5694,0.78,0.73,0.5328999999999999,0.6084,0.5328999999999999,1.0
waters corporation,waters investment limited,1,0.42,0.5,0.42,0.5,0.21,0.17639999999999997,0.21,0.21,0.25,0.21,0.17639999999999997,0.25,0.17639999999999997,0.25
evonik industries,evonik membrance extraction technology limited,1,0.38,0.53,0.38,0.52,0.20140000000000002,0.1444,0.1976,0.20140000000000002,0.2756,0.1976,0.1444,0.28090000000000004,0.1444,0.27040000000000003
evonik industries,evonik membrane extraction technology ltd.,1,0.41,0.53,0.41,0.52,0.2173,0.16809999999999997,0.2132,0.2173,0.2756,0.2132,0.16809999999999997,0.28090000000000004,0.16809999999999997,0.27040000000000003
koenig & bauer ag,koenig & bauer aktiengesellschaft,1,0.68,0.94,0.65,0.89,0.6392,0.44200000000000006,0.6052000000000001,0.611,0.8366,0.5785,0.4624000000000001,0.8835999999999999,0.42250000000000004,0.7921
koenig & bauer ag,koenig & bauer-albert aktiengesellschaft,1,0.6,0.88,0.57,0.89,0.528,0.34199999999999997,0.534,0.5015999999999999,0.7832,0.5073,0.36,0.7744,0.32489999999999997,0.7921
koenig & bauer ag,koenig & bauer ajtuebgesekkscgaft,1,0.68,0.94,0.65,0.89,0.6392,0.44200000000000006,0.6052000000000001,0.611,0.8366,0.5785,0.4624000000000001,0.8835999999999999,0.42250000000000004,0.7921
koenig & bauer ag,koenig & aktiengesellschaft,1,0.55,0.71,0.5,0.57,0.3905,0.275,0.3135,0.355,0.40469999999999995,0.285,0.30250000000000005,0.5041,0.25,0.32489999999999997
suncor energy,suncor energy inc.,1,0.84,1.0,0.87,1.0,0.84,0.7308,0.84,0.87,1.0,0.87,0.7055999999999999,1.0,0.7569,1.0
ebay,ebay inc.,1,0.62,1.0,0.67,1.0,0.62,0.41540000000000005,0.62,0.67,1.0,0.67,0.3844,1.0,0.4489000000000001,1.0
ebay,ebay,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
united bank,united states of america as represented by the department of health and human services,1,0.21,0.73,0.21,0.71,0.1533,0.04409999999999999,0.14909999999999998,0.1533,0.5183,0.14909999999999998,0.04409999999999999,0.5328999999999999,0.04409999999999999,0.5041
united bank,united states as represented by the secretary of the department of health and human services,1,0.19,0.73,0.19,0.71,0.1387,0.0361,0.1349,0.1387,0.5183,0.1349,0.0361,0.5328999999999999,0.0361,0.5041
emc,emc ip holding company llc,1,0.21,1.0,0.21,1.0,0.21,0.04409999999999999,0.21,0.21,1.0,0.21,0.04409999999999999,1.0,0.04409999999999999,1.0
emc,emc corporation,1,0.33,1.0,0.33,1.0,0.33,0.10890000000000001,0.33,0.33,1.0,0.33,0.10890000000000001,1.0,0.10890000000000001,1.0
emc,"emc international, inc.",1,0.23,1.0,0.25,1.0,0.23,0.0575,0.23,0.25,1.0,0.25,0.0529,1.0,0.0625,1.0
emc,emc corporation/data general,1,0.19,1.0,0.19,1.0,0.19,0.0361,0.19,0.19,1.0,0.19,0.0361,1.0,0.0361,1.0
radware,"radware, ltd.",1,0.7,1.0,0.78,1.0,0.7,0.5459999999999999,0.7,0.78,1.0,0.78,0.48999999999999994,1.0,0.6084,1.0
dropbox,"dropbox, inc.",1,0.7,1.0,0.78,1.0,0.7,0.5459999999999999,0.7,0.78,1.0,0.78,0.48999999999999994,1.0,0.6084,1.0
verizon communications,verizon patent and licensing inc.,1,0.47,0.5,0.52,0.52,0.235,0.2444,0.2444,0.26,0.26,0.27040000000000003,0.22089999999999999,0.25,0.27040000000000003,0.27040000000000003
verizon communications,verizon corporate services group inc.,1,0.51,0.59,0.52,0.52,0.3009,0.2652,0.2652,0.3068,0.3068,0.27040000000000003,0.2601,0.34809999999999997,0.27040000000000003,0.27040000000000003
verizon communications,verizon data services llc,1,0.51,0.55,0.51,0.51,0.2805,0.2601,0.2601,0.2805,0.2805,0.2601,0.2601,0.30250000000000005,0.2601,0.2601
verizon communications,verizon laboratories inc.,1,0.55,0.59,0.61,0.61,0.3245,0.3355,0.3355,0.3599,0.3599,0.3721,0.30250000000000005,0.34809999999999997,0.3721,0.3721
viasat,"viasat, inc.",1,0.67,1.0,0.75,1.0,0.67,0.5025000000000001,0.67,0.75,1.0,0.75,0.4489000000000001,1.0,0.5625,1.0
cubist pharmaceuticals,"cubist pharmaceuticals, inc.",1,0.88,1.0,0.92,1.0,0.88,0.8096,0.88,0.92,1.0,0.92,0.7744,1.0,0.8464,1.0
tdk,tdk corporation,1,0.33,1.0,0.33,1.0,0.33,0.10890000000000001,0.33,0.33,1.0,0.33,0.10890000000000001,1.0,0.10890000000000001,1.0
alcatel-lucent,alcatel-lucent usa inc.,1,0.76,1.0,0.78,1.0,0.76,0.5928,0.76,0.78,1.0,0.78,0.5776,1.0,0.6084,1.0
adva optical networking,adva ag optical networking,1,0.94,0.91,0.94,1.0,0.8553999999999999,0.8835999999999999,0.94,0.8553999999999999,0.91,0.94,0.8835999999999999,0.8281000000000001,0.8835999999999999,1.0
dell,dell products l.p.,1,0.36,1.0,0.38,1.0,0.36,0.1368,0.36,0.38,1.0,0.38,0.1296,1.0,0.1444,1.0
dell,dell software inc.,1,0.36,1.0,0.38,1.0,0.36,0.1368,0.36,0.38,1.0,0.38,0.1296,1.0,0.1444,1.0
dell,"dell usa, l.p.",1,0.44,1.0,0.5,1.0,0.44,0.22,0.44,0.5,1.0,0.5,0.1936,1.0,0.25,1.0
dell,dell international l.l.c.,1,0.28,1.0,0.29,1.0,0.28,0.08120000000000001,0.28,0.29,1.0,0.29,0.07840000000000001,1.0,0.0841,1.0
dell,"dell marketing usa, l.p.",1,0.29,1.0,0.31,1.0,0.29,0.0899,0.29,0.31,1.0,0.31,0.0841,1.0,0.0961,1.0
software ag,"software ag, inc.",1,0.79,1.0,0.85,1.0,0.79,0.6715,0.79,0.85,1.0,0.85,0.6241000000000001,1.0,0.7224999999999999,1.0
battelle memorial institute,battelle memorial institute,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
battelle memorial institute,"battelle pulmonary therapeutics, inc.",1,0.5,0.56,0.52,0.52,0.28,0.26,0.26,0.2912,0.2912,0.27040000000000003,0.25,0.31360000000000005,0.27040000000000003,0.27040000000000003
battelle memorial institute,battelle development corporation,1,0.54,0.48,0.47,0.47,0.2592,0.2538,0.2538,0.22559999999999997,0.22559999999999997,0.22089999999999999,0.2916,0.2304,0.22089999999999999,0.22089999999999999
guidant,guidant corporation,1,0.54,1.0,0.54,1.0,0.54,0.2916,0.54,0.54,1.0,0.54,0.2916,1.0,0.2916,1.0
e-rewards,"e-rewards, inc.",1,0.75,1.0,0.82,1.0,0.75,0.615,0.75,0.82,1.0,0.82,0.5625,1.0,0.6723999999999999,1.0
tt electronics,tt electronics technology limited,1,0.6,1.0,0.6,1.0,0.6,0.36,0.6,0.6,1.0,0.6,0.36,1.0,0.36,1.0
united technologies,united technologies corporation,1,0.76,1.0,0.76,1.0,0.76,0.5776,0.76,0.76,1.0,0.76,0.5776,1.0,0.5776,1.0
united technologies,"united technologies automotive, inc.",1,0.69,1.0,0.72,1.0,0.69,0.49679999999999996,0.69,0.72,1.0,0.72,0.4760999999999999,1.0,0.5184,1.0
tekelec international,"tekelec, inc.",1,0.59,0.77,0.62,0.78,0.4543,0.36579999999999996,0.4602,0.4774,0.6006,0.48360000000000003,0.34809999999999997,0.5929,0.3844,0.6084
tekelec international,"tekelec global, inc.",1,0.54,0.55,0.56,0.56,0.29700000000000004,0.30240000000000006,0.30240000000000006,0.30800000000000005,0.30800000000000005,0.31360000000000005,0.2916,0.30250000000000005,0.31360000000000005,0.31360000000000005
carl zeiss,carl zeiss smt ag,1,0.74,1.0,0.74,1.0,0.74,0.5476,0.74,0.74,1.0,0.74,0.5476,1.0,0.5476,1.0
carl zeiss,carl zeiss microscopy gmbh,1,0.56,1.0,0.56,1.0,0.56,0.31360000000000005,0.56,0.56,1.0,0.56,0.31360000000000005,1.0,0.31360000000000005,1.0
carl zeiss,carl zeiss smt gmbh,1,0.69,1.0,0.69,1.0,0.69,0.4760999999999999,0.69,0.69,1.0,0.69,0.4760999999999999,1.0,0.4760999999999999,1.0
carl zeiss,"carl zeiss x-ray microscopy, inc.",1,0.47,1.0,0.49,1.0,0.47,0.23029999999999998,0.47,0.49,1.0,0.49,0.22089999999999999,1.0,0.24009999999999998,1.0
carl zeiss,"carl zeiss nts, llc",1,0.69,1.0,0.71,1.0,0.69,0.48989999999999995,0.69,0.71,1.0,0.71,0.4760999999999999,1.0,0.5041,1.0
carl zeiss,carl zeiss ag,1,0.87,1.0,0.87,1.0,0.87,0.7569,0.87,0.87,1.0,0.87,0.7569,1.0,0.7569,1.0
carl zeiss,carl zeiss sms ltd.,1,0.69,1.0,0.71,1.0,0.69,0.48989999999999995,0.69,0.71,1.0,0.71,0.4760999999999999,1.0,0.5041,1.0
"church & dwight, co","church & dwight co., inc.",1,0.82,0.95,0.89,1.0,0.7789999999999999,0.7298,0.82,0.8454999999999999,0.95,0.89,0.6723999999999999,0.9025,0.7921,1.0
voestalpine ag,voestalpine nortrak inc.,1,0.68,0.86,0.7,0.88,0.5848,0.476,0.5984,0.602,0.7568,0.616,0.4624000000000001,0.7395999999999999,0.48999999999999994,0.7744
circassia,circassia ab,1,0.86,1.0,0.86,1.0,0.86,0.7395999999999999,0.86,0.86,1.0,0.86,0.7395999999999999,1.0,0.7395999999999999,1.0
aviza technology,aviza technology limited,1,0.8,1.0,0.8,1.0,0.8,0.6400000000000001,0.8,0.8,1.0,0.8,0.6400000000000001,1.0,0.6400000000000001,1.0
nvidia,nvidia corporation,1,0.5,1.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,0.5,0.25,1.0,0.25,1.0
nvidia,nvidia,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nvidia,nvidia technology uk limited,1,0.35,1.0,0.35,1.0,0.35,0.12249999999999998,0.35,0.35,1.0,0.35,0.12249999999999998,1.0,0.12249999999999998,1.0
cytochroma,cytochroma inc.,1,0.8,1.0,0.83,1.0,0.8,0.664,0.8,0.83,1.0,0.83,0.6400000000000001,1.0,0.6889,1.0
abbvie,"abbvie, inc.",1,0.67,1.0,0.75,1.0,0.67,0.5025000000000001,0.67,0.75,1.0,0.75,0.4489000000000001,1.0,0.5625,1.0
west corporation,west corporation,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
verisign authentication services,"verisign, inc.",1,0.52,0.64,0.55,0.8,0.33280000000000004,0.28600000000000003,0.41600000000000004,0.35200000000000004,0.512,0.44000000000000006,0.27040000000000003,0.4096,0.30250000000000005,0.6400000000000001
numerex,numerex corp.,1,0.7,1.0,0.74,1.0,0.7,0.518,0.7,0.74,1.0,0.74,0.48999999999999994,1.0,0.5476,1.0
numerex,numerex investment corp.,1,0.45,1.0,0.47,1.0,0.45,0.2115,0.45,0.47,1.0,0.47,0.2025,1.0,0.22089999999999999,1.0
gte internetworking,gte internetworking incorporated,1,0.75,1.0,0.75,1.0,0.75,0.5625,0.75,0.75,1.0,0.75,0.5625,1.0,0.5625,1.0
gte internetworking,gte laboratories incorporated,1,0.42,0.53,0.54,0.54,0.2226,0.2268,0.2268,0.2862,0.2862,0.2916,0.17639999999999997,0.28090000000000004,0.2916,0.2916
gte internetworking,gte service corporation,1,0.52,0.47,0.38,0.43,0.2444,0.1976,0.2236,0.17859999999999998,0.20209999999999997,0.1634,0.27040000000000003,0.22089999999999999,0.1444,0.18489999999999998
